7,0
7,26
7,52
7,78
7,104
7,130
7,156
7,182
7,208
7,234
7,260
7,286
30,13
30,39
30,65
30,91
30,117
30,143
30,169
30,195
30,221
30,247
30,273
30,299
52,0
52,26
52,52
52,78
52,104
52,130
52,156
52,182
52,208
52,234
52,260
52,286
75,13
75,39
75,65
75,91
75,117
75,143
75,169
75,195
75,221
75,247
75,273
75,299
97,0
97,26
97,52
97,78
97,234
97,260
97,286
120,13
120,39
120,65
120,221
120,247
120,273
120,299
142,0
142,26
142,52
142,78
142,234
142,260
142,286
165,13
165,39
165,65
165,221
165,247
165,273
165,299
187,0
187,26
187,52
187,78
187,234
187,260
187,286
210,13
210,39
210,65
210,91
210,117
210,143
210,169
210,195
210,221
210,247
210,273
210,299
232,0
232,26
232,52
232,78
232,104
232,130
232,156
232,182
232,208
232,234
232,260
232,286
255,13
255,39
255,65
255,91
255,117
255,143
255,169
255,195
255,221
255,247
255,273
255,299
277,0
277,26
277,52
277,78
277,104
277,130
277,156
277,182
277,208
277,234
277,260
277,286
